MATCH_ID,SEASON,CITY,DATE,TEAM1,TEAM2,TOSS_WINNER,TOSS_DECISION,RESULT,WINNER
481,2014,Bangalore,5/4/2014,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
482,2014,Ahmedabad,5/5/2014,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Rajasthan Royals
483,2014,Delhi,5/5/2014,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
484,2014,Mumbai,5/6/2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians
485,2014,Delhi,5/7/2014,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,Kolkata Knight Riders
486,2014,Cuttack,5/7/2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab
487,2014,Ahmedabad,5/8/2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad
488,2014,Bangalore,5/9/2014,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab
489,2014,Delhi,5/10/2014,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
490,2014,Mumbai,5/10/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
491,2014,Cuttack,5/11/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
492,2014,Bangalore,5/11/2014,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Rajasthan Royals
493,2014,Hyderabad,5/12/2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians
494,2014,Ranchi,5/13/2014,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings
495,2014,Bangalore,5/13/2014,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Royal Challengers Bangalore
496,2014,Hyderabad,5/14/2014,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
497,2014,Cuttack,5/14/2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
498,2014,Ahmedabad,5/15/2014,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals
499,2014,Ranchi,5/18/2014,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Royal Challengers Bangalore
500,2014,Hyderabad,5/18/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders
501,2014,Ahmedabad,5/19/2014,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Mumbai Indians
502,2014,Delhi,5/19/2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
503,2014,Hyderabad,5/20/2014,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,Sunrisers Hyderabad
504,2014,Kolkata,5/20/2014,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
505,2014,Chandigarh,5/21/2014,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
506,2014,Kolkata,5/22/2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders
507,2014,Ranchi,5/22/2014,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
508,2014,Mumbai,5/23/2014,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians
509,2014,Chandigarh,5/23/2014,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,Kings XI Punjab
510,2014,Bangalore,5/24/2014,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
511,2014,Kolkata,5/24/2014,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
512,2014,Chandigarh,5/25/2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,Kings XI Punjab
513,2014,Mumbai,5/25/2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
514,2014,Kolkata,5/27/2014,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders
515,2014,Mumbai,5/28/2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
516,2014,Mumbai,5/30/2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,Kings XI Punjab
517,2014,Bangalore,6/1/2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
518,2015,Kolkata,4/8/2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
519,2015,Chennai,4/9/2015,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,Chennai Super Kings
520,2015,Pune,4/10/2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,Rajasthan Royals
521,2015,Chennai,4/11/2015,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,Chennai Super Kings
522,2015,Kolkata,4/11/2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
523,2015,Delhi,4/12/2015,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
524,2015,Mumbai,4/12/2015,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,Kings XI Punjab
525,2015,Bangalore,4/13/2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
526,2015,Ahmedabad,4/14/2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,Rajasthan Royals
527,2015,Kolkata,4/30/2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
528,2015,Pune,4/15/2015,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,Delhi Daredevils
529,2015,Visakhapatnam,4/16/2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals
530,2015,Mumbai,4/17/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Chennai Super Kings
531,2015,Visakhapatnam,4/18/2015,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,Delhi Daredevils
532,2015,Pune,4/18/2015,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
533,2015,Ahmedabad,4/19/2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Rajasthan Royals
534,2015,Bangalore,4/19/2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Mumbai Indians
535,2015,Delhi,4/20/2015,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
536,2015,Ahmedabad,4/21/2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,Kings XI Punjab
537,2015,Visakhapatnam,4/22/2015,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad
538,2015,Bangalore,4/22/2015,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Chennai Super Kings
539,2015,Delhi,4/23/2015,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils
540,2015,Ahmedabad,4/24/2015,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
541,2015,Mumbai,4/25/2015,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,Mumbai Indians
542,2015,Chennai,4/25/2015,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,Chennai Super Kings
543,2015,Delhi,4/26/2015,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
544,2015,Chandigarh,4/27/2015,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,Sunrisers Hyderabad
545,2015,Kolkata,5/7/2015,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders
546,2015,Bangalore,4/29/2015,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,no result
547,2015,Chennai,4/28/2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Chennai Super Kings
548,2015,Delhi,5/1/2015,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
549,2015,Mumbai,5/1/2015,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,Mumbai Indians
550,2015,Bangalore,5/2/2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
551,2015,Hyderabad,5/2/2015,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Sunrisers Hyderabad
552,2015,Chandigarh,5/3/2015,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Mumbai Indians
553,2015,Mumbai,5/3/2015,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,Rajasthan Royals
554,2015,Chennai,5/4/2015,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,Chennai Super Kings
555,2015,Kolkata,5/4/2015,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders
556,2015,Mumbai,5/5/2015,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,Mumbai Indians
557,2015,Bangalore,5/6/2015,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore
558,2015,Mumbai,5/7/2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,Sunrisers Hyderabad
559,2015,Chennai,5/8/2015,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,Mumbai Indians
560,2015,Kolkata,5/9/2015,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,Kolkata Knight Riders
561,2015,Raipur,5/9/2015,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad
562,2015,Mumbai,5/10/2015,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore
563,2015,Chennai,5/10/2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,Chennai Super Kings
564,2015,Hyderabad,5/11/2015,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad
565,2015,Raipur,5/12/2015,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,Delhi Daredevils
566,2015,Chandigarh,5/13/2015,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kings XI Punjab
567,2015,Mumbai,5/14/2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Mumbai Indians
568,2015,Hyderabad,5/15/2015,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Royal Challengers Bangalore
569,2015,Chandigarh,5/16/2015,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,normal,Chennai Super Kings
570,2015,Mumbai,5/16/2015,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,Rajasthan Royals
571,2015,Bangalore,5/17/2015,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,no result,no result
572,2015,Hyderabad,5/17/2015,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians
573,2015,Mumbai,5/19/2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,Mumbai Indians
574,2015,Pune,5/20/2015,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore
575,2015,Ranchi,5/22/2015,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings
576,2015,Kolkata,5/24/2015,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,Mumbai Indians
577,2016,Mumbai,4/9/2016,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,normal,Rising Pune Supergiants
578,2016,Kolkata,4/10/2016,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
579,2016,Chandigarh,4/11/2016,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
580,2016,Bangalore,4/12/2016,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore
581,2016,Kolkata,4/13/2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
582,2016,Rajkot,4/14/2016,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,bat,normal,Gujarat Lions
583,2016,Delhi,4/15/2016,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
584,2016,Hyderabad,4/16/2016,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,Kolkata Knight Riders
585,2016,Mumbai,4/16/2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
586,2016,Chandigarh,4/17/2016,Rising Pune Supergiants,Kings XI Punjab,Rising Pune Supergiants,bat,normal,Kings XI Punjab
587,2016,Bangalore,4/17/2016,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
588,2016,Hyderabad,4/18/2016,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
589,2016,Chandigarh,4/19/2016,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
590,2016,Mumbai,4/20/2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
591,2016,Rajkot,4/21/2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
592,2016,Pune,4/22/2016,Royal Challengers Bangalore,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Royal Challengers Bangalore
593,2016,Delhi,4/23/2016,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,Delhi Daredevils
594,2016,Hyderabad,4/23/2016,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
595,2016,Rajkot,4/24/2016,Royal Challengers Bangalore,Gujarat Lions,Royal Challengers Bangalore,bat,normal,Gujarat Lions
596,2016,Pune,4/24/2016,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
597,2016,Chandigarh,4/25/2016,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,Mumbai Indians
598,2016,Hyderabad,4/26/2016,Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
599,2016,Delhi,4/27/2016,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Gujarat Lions
600,2016,Mumbai,4/28/2016,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
601,2016,Pune,4/29/2016,Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
602,2016,Delhi,4/30/2016,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Delhi Daredevils
603,2016,Hyderabad,4/30/2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Sunrisers Hyderabad
604,2016,Rajkot,5/1/2016,Kings XI Punjab,Gujarat Lions,Gujarat Lions,field,normal,Kings XI Punjab
605,2016,Pune,5/1/2016,Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
606,2016,Bangalore,5/2/2016,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders
607,2016,Rajkot,5/3/2016,Gujarat Lions,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
608,2016,Kolkata,5/4/2016,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,Kolkata Knight Riders
609,2016,Delhi,5/5/2016,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
610,2016,Hyderabad,5/6/2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
611,2016,Bangalore,5/7/2016,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
612,2016,Chandigarh,5/7/2016,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,Kings XI Punjab
613,2016,Visakhapatnam,5/8/2016,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,Sunrisers Hyderabad
614,2016,Kolkata,5/8/2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
615,2016,Chandigarh,5/9/2016,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore
616,2016,Visakhapatnam,5/10/2016,Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad
617,2016,Bangalore,5/11/2016,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,Mumbai Indians
618,2016,Hyderabad,5/12/2016,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
619,2016,Visakhapatnam,5/13/2016,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,Kings XI Punjab
620,2016,Bangalore,5/14/2016,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,normal,Royal Challengers Bangalore
621,2016,Kolkata,5/14/2016,Rising Pune Supergiants,Kolkata Knight Riders,Rising Pune Supergiants,bat,normal,Kolkata Knight Riders
622,2016,Chandigarh,5/15/2016,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,Sunrisers Hyderabad
623,2016,Visakhapatnam,5/15/2016,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,Mumbai Indians
624,2016,Kolkata,5/16/2016,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
625,2016,Visakhapatnam,5/17/2016,Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,field,normal,Rising Pune Supergiants
626,2016,Bangalore,5/18/2016,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,Royal Challengers Bangalore
627,2016,Kanpur,5/19/2016,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
628,2016,Raipur,5/20/2016,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,field,normal,Delhi Daredevils
629,2016,Visakhapatnam,5/21/2016,Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,bat,normal,Rising Pune Supergiants
630,2016,Kanpur,5/21/2016,Mumbai Indians,Gujarat Lions,Gujarat Lions,field,normal,Gujarat Lions
631,2016,Kolkata,5/22/2016,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Kolkata Knight Riders
632,2016,Raipur,5/22/2016,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
633,2016,Bangalore,5/24/2016,Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore
634,2016,Delhi,5/25/2016,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Sunrisers Hyderabad
635,2016,Delhi,5/27/2016,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad
636,2016,Bangalore,5/29/2016,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad
